region,state,district,year,rainfall_mm,groundwater_level_m,water_extraction_mcm,water_recharge_mcm,population,water_demand_mld,water_supply_mld,scarcity_index
South,Karnataka,District_77,2015,1246.32,37.37,306.4,262.74,2134165,381.92,410.41,-0.0744
East,Odisha,District_13,2018,839.59,47.96,284.88,302.94,729047,127.91,155.36,-0.2129
North,Haryana,District_135,2018,1120.87,5.17,77.94,85.1,1299208,172.87,176.84,-0.0229
North,Haryana,District_110,2009,1055.9,28.06,334.49,353.02,53199,8.26,29.3,-2.2733
East,Odisha,District_99,2010,1004.2,18.43,292.34,302.26,2698185,290.68,274.81,0.0544
South,Tamil Nadu,District_37,2001,827.82,10.05,283.7,267.67,2599234,328.41,354.74,-0.0799
West,Rajasthan,District_111,2016,895.79,28.22,83.17,39.4,1919334,398.55,380.36,0.0455
West,Gujarat,District_148,2019,766.4,44.12,155.5,119.19,1258517,271.93,253.35,0.0681
East,Odisha,District_26,2011,542.84,48.24,113.65,79.15,1812615,319.65,349.12,-0.0919
South,Andhra Pradesh,District_43,2003,636.63,25.84,273.86,241.24,2097832,242.12,240.69,0.0059
South,Andhra Pradesh,District_71,2015,862.47,40.74,147.05,142.45,106006,12.08,-25.83,2.8979
East,Assam,District_58,2005,638.79,37.97,103.96,88.3,2219817,112.37,102.31,0.0887
South,Andhra Pradesh,District_67,2019,853.15,2.58,296.22,269.24,431793,75.2,60.24,0.1963
East,West Bengal,District_60,2021,932.65,28.56,234.69,206.11,1039395,182.78,162.59,0.1099
West,Gujarat,District_37,2003,1054.31,9.36,127.78,136.52,612783,133.64,126.42,0.0536
West,Rajasthan,District_142,2016,1067.05,43.49,113.91,95.57,825790,40.49,34.3,0.1493
South,Tamil Nadu,District_8,2019,735.97,32.57,302,278.81,1174547,202.34,179.73,0.1112
West,Maharashtra,District_139,2017,849.73,38.91,206.54,199.9,3241314,621.97,648.62,-0.0428
West,Rajasthan,District_2,2015,941.71,48.64,287.93,288.44,363752,72.42,88.31,-0.2164
North,Uttar Pradesh,District_95,2006,413,27.06,208.48,190.17,1241769,252.48,222.68,0.1175
South,Andhra Pradesh,District_147,2013,1099.63,48.53,146.33,153.68,730382,126.74,96.94,0.2333
East,Assam,District_134,2004,1360.44,30.66,249.08,251.16,3000212,131.66,111.19,0.1543
East,Assam,District_76,2003,1352,12.48,125.75,121.3,679373,36.42,36.92,-0.0134
East,West Bengal,District_114,2013,1234.62,6.52,223.57,224.51,1497537,145.03,159.49,-0.099
North,Punjab,District_68,2002,528.75,35.51,95.94,50.08,257862,54.11,21.61,0.5897
Central,Madhya Pradesh,District_72,2023,789.36,34.67,324.57,343.43,2306472,260.07,288.91,-0.1105
East,West Bengal,District_91,2002,973.98,17.98,315.55,330.91,2629482,392.3,348.41,0.1116
South,Karnataka,District_20,2010,1072.08,26.85,183.45,183.99,3320104,583.07,605.16,-0.0378
South,Tamil Nadu,District_130,2010,875.26,35.23,205.12,178.5,1480019,64.13,37.99,0.4013
West,Gujarat,District_117,2020,924.75,18.11,172.6,189.9,103410,17.53,-15.39,1.7767
North,Haryana,District_19,2022,1229.22,6.14,216.83,178.15,1890081,143.53,100.2,0.2998
East,Odisha,District_10,2013,761.01,46.13,107.32,92.62,1747311,209.08,165.26,0.2086
East,West Bengal,District_134,2010,945.81,11.85,212.93,180.55,2733929,580.79,564.58,0.0279
West,Rajasthan,District_143,2021,741.4,39.67,214.45,196.6,2837323,330.7,302.65,0.0846
West,Maharashtra,District_3,2007,744.4,33.78,87.55,115.69,59865,4.81,28.89,-4.1431
Central,Madhya Pradesh,District_97,2007,1095.29,37.03,204.41,170.71,1938046,332.11,339.06,-0.0209
West,Rajasthan,District_68,2015,1078.93,11.6,296.47,284.64,1850793,406.7,379.62,0.0664
Central,Madhya Pradesh,District_125,2005,480.11,13.6,258.3,264.84,2543140,151.89,178.94,-0.1769
North,Punjab,District_73,2004,770.62,29.33,207.12,164.06,502106,21.95,27.59,-0.2456
West,Rajasthan,District_23,2016,309.08,21.13,244.36,199.95,1133919,203.76,231.42,-0.1351
West,Rajasthan,District_1,2013,509.98,12.86,202.6,218.93,324529,61.15,51.74,0.1515
East,Bihar,District_126,2017,733.26,48.35,61.25,25.76,3159405,496.28,474.27,0.0443
North,Himachal Pradesh,District_54,2022,1301.62,39.99,336.85,303.69,3375301,632.59,624.93,0.0121
South,Tamil Nadu,District_10,2013,695.5,5.77,272.75,231.38,33484,6.07,-35.23,5.8395
West,Gujarat,District_98,2020,562.01,25.86,174.06,174.26,664195,67.46,50.3,0.2507
North,Uttarakhand,District_61,2020,842.6,2.58,266.23,247.98,2381500,315.56,338.71,-0.0731
South,Telangana,District_124,2016,347.39,43.18,104.31,119.91,501633,36.88,17.27,0.5178
South,Tamil Nadu,District_77,2007,1073.4,25.64,172.12,178.1,1352060,77.41,80.9,-0.0445
South,Andhra Pradesh,District_125,2015,1104.76,16.94,114.31,88.87,3195838,363.01,338.56,0.0672
South,Kerala,District_92,2017,734.04,6.75,279.1,300.27,1703917,295.61,317.86,-0.075
North,Punjab,District_76,2003,1431.98,46.66,103.78,81.52,1834893,75.93,47.9,0.3643
South,Karnataka,District_29,2009,1270.31,24.59,211.93,225.26,2232223,305.15,322.83,-0.0578
East,Jharkhand,District_115,2010,1093.55,17.18,159.39,178.84,1197654,165.07,178.72,-0.0822
South,Karnataka,District_109,2003,598.87,38.7,150.52,157.03,3430799,304.05,317.72,-0.0448
South,Tamil Nadu,District_119,2010,639.26,30.54,129.24,92.69,1639611,93.76,82.98,0.1138
East,West Bengal,District_89,2022,784,43.3,311.35,292.98,2727957,428.43,401.27,0.0632
South,Kerala,District_33,2015,710.64,34.67,314.23,280.95,827773,51.64,17.68,0.6451
North,Punjab,District_106,2021,195.24,42.02,172.75,156.01,2469762,304.07,326.32,-0.0729
South,Karnataka,District_8,2009,620.05,11.62,319.26,269.27,1941964,309.2,293.44,0.0508
West,Gujarat,District_130,2006,952.45,39.29,219.96,245.19,3314099,451.78,454.8,-0.0067
East,Jharkhand,District_16,2017,1055.11,11.54,135.54,142.62,2791336,489.53,470.24,0.0393
East,Odisha,District_67,2021,687.22,49.89,193.34,166.84,264759,28.27,21.02,0.2475
East,Odisha,District_106,2012,1069.14,44.38,97.48,124.18,2791502,255.49,266.16,-0.0416
East,Assam,District_109,2012,917.5,41.38,140.62,118.01,934466,124.74,80.32,0.3533
West,Gujarat,District_14,2008,512.6,29.61,122.39,77.15,2013199,223.59,211.81,0.0524
North,Punjab,District_57,2010,727.17,16.34,200.87,204.09,1848733,290.04,269.53,0.0705
West,Maharashtra,District_79,2014,920.35,35.81,259.37,284.84,1751192,186.7,153.24,0.1783
East,Jharkhand,District_57,2018,917.88,5.35,216.17,190.59,129291,18.75,34.78,-0.8115
South,Tamil Nadu,District_138,2006,845.27,8.88,320.48,290.24,1191367,204.19,161.54,0.2078
East,West Bengal,District_85,2004,935.61,13.15,87.18,96.13,3416095,679.19,668.65,0.0155
North,Himachal Pradesh,District_139,2000,711.32,17.31,179.39,136.45,482211,95.8,56.09,0.4102
North,Uttar Pradesh,District_98,2002,1427.34,38.16,288.75,283.72,2955372,520.02,521.99,-0.0038
East,Odisha,District_91,2017,667.91,17.48,204.52,192.37,1173104,224.95,248.3,-0.1034
East,Bihar,District_13,2016,535.33,3.2,128.17,131.52,2386730,215.43,231.96,-0.0764
West,Rajasthan,District_93,2017,941.58,29.31,214.66,165.81,1278178,261.2,226.1,0.1339
West,Rajasthan,District_41,2017,696.71,44.97,78.23,40.95,2659419,264.74,246.66,0.068
South,Kerala,District_59,2009,662.62,24.33,270.71,244.44,91699,16.75,-0.77,0.9871
South,Tamil Nadu,District_96,2010,986.57,35.11,127,79.43,100240,20.66,-17.46,1.7596
East,Jharkhand,District_56,2017,527,39,126.52,114.82,1465902,150.56,109.63,0.2701
South,Karnataka,District_4,2001,695.01,15.68,105.11,55.71,2367449,203.28,197.78,0.0269
North,Uttar Pradesh,District_135,2003,530.97,31.28,270.16,288.39,1254667,263.55,219.36,0.167
North,Haryana,District_102,2015,839.3,6.88,301.95,301.38,453696,58.66,85.05,-0.4423
West,Maharashtra,District_41,2009,978.04,36.79,96.56,68.86,2507149,539.43,515.85,0.0436
South,Andhra Pradesh,District_7,2007,1302.81,25.09,325.66,309.64,1227793,172.92,128.86,0.2533
South,Karnataka,District_9,2008,1313.9,31.9,244.9,215.94,1889346,172.6,143.04,0.1703
East,West Bengal,District_97,2020,618.05,31.65,78.57,41.47,2440769,238.62,246.64,-0.0334
South,Kerala,District_34,2023,847.47,17.02,249.58,262.87,45089,9.15,-3.99,1.2947
West,Gujarat,District_22,2002,928.9,46.57,344.96,338.65,3036297,195.59,165.78,0.1516
East,Bihar,District_130,2023,1206.05,21.15,302.15,292.67,1045917,84.01,60.68,0.2744
East,Jharkhand,District_6,2000,1103.68,45.03,87.6,48.47,1053084,228.97,231.63,-0.0116
Central,Chhattisgarh,District_39,2003,1233.2,35,71.11,77.77,693138,45.1,11.66,0.7253
North,Uttarakhand,District_101,2006,1345.57,3.15,278.43,262.56,1879907,337.91,338.15,-0.0007
North,Himachal Pradesh,District_80,2010,927.77,34.69,87.49,66.96,756915,103.45,71.08,0.3099
East,Jharkhand,District_132,2023,1148.63,42,106.9,92.92,193874,20.11,42.08,-1.0405
North,Uttar Pradesh,District_78,2008,853.58,25.16,138.82,130.95,3010294,156.29,115.12,0.2617
East,Assam,District_52,2003,915.66,23.61,329.73,289.39,2099734,328.39,292.07,0.1103
West,Gujarat,District_148,2015,1119.99,33.8,69.81,69.8,2194849,376.87,385.33,-0.0224
South,Kerala,District_75,2013,752.45,49.17,258.52,258.69,1498276,141.93,118.23,0.1658
East,Bihar,District_57,2013,1102.9,19.15,295.19,250.19,3226785,141.05,141.16,-0.0008
Central,Chhattisgarh,District_72,2015,1349.62,38.68,175.86,139.01,2460375,193.98,152.94,0.2105
South,Andhra Pradesh,District_137,2016,597.61,19.81,90.34,72.57,1072471,194.65,164.66,0.1533
South,Karnataka,District_98,2000,1090.45,42.85,137.33,97.63,3337965,357.15,315.93,0.1151
North,Punjab,District_101,2011,679.19,32.53,286.01,303.17,1638547,284.74,313.2,-0.0996
Central,Chhattisgarh,District_28,2014,906.82,3.39,256.3,228.29,729304,37.27,38.4,-0.0296
South,Karnataka,District_148,2000,422.62,14.38,158.25,175.18,582599,103.32,93.22,0.0968
South,Kerala,District_60,2014,661.19,6.7,104.37,66.27,3264394,319.3,279.02,0.1258
South,Telangana,District_123,2018,1396.46,30.92,100.9,55.74,728692,99.69,68.02,0.3145
East,West Bengal,District_80,2010,712.28,36.78,97.15,117.28,619855,63.48,46.3,0.2665
Central,Madhya Pradesh,District_22,2003,1036.18,36.36,109.77,130.83,1017628,46.94,37.31,0.2009
Central,Chhattisgarh,District_44,2006,618.39,33.37,280.21,272.52,978379,47.47,12.88,0.7137
North,Punjab,District_64,2002,773.46,5.45,99.67,76.41,891969,177.78,186.72,-0.05
Central,Madhya Pradesh,District_104,2019,601.91,12.08,238.19,251.24,985647,83.34,105.93,-0.2678
North,Punjab,District_134,2023,368.73,27.15,119.77,82.72,2908845,204.52,187.44,0.0831
North,Uttarakhand,District_60,2001,1038.2,34.55,292.61,254.82,2001062,352.36,365.2,-0.0363
North,Punjab,District_65,2013,1309.87,37.57,120.08,82.18,330345,52.09,76.18,-0.4538
South,Andhra Pradesh,District_87,2004,1149.71,4.43,172.65,200.51,3193621,139.33,167.1,-0.198
West,Maharashtra,District_83,2022,1014.87,27.99,251.25,209.77,844806,40.46,13.2,0.6575
North,Uttarakhand,District_105,2000,597.34,40.97,74.47,85.04,397185,59.53,52.55,0.1152
West,Gujarat,District_54,2017,452.85,47.37,273.16,251.95,1288650,224.82,239.62,-0.0655
North,Punjab,District_140,2015,847.91,4.33,88.8,51.49,777435,73.4,66.56,0.0919
East,Odisha,District_61,2010,795.8,45.11,337.96,334.58,2246329,414.44,403.64,0.026
East,Assam,District_124,2016,929.92,9.18,288.19,293.56,1220208,152.16,112.96,0.2559
Central,Chhattisgarh,District_21,2003,1056.73,4.58,84.22,58.34,714957,156.4,131.16,0.1603
East,Jharkhand,District_20,2012,821.7,34.05,296.32,312.31,2905990,483.45,441.83,0.0859
Central,Madhya Pradesh,District_4,2005,1164.79,35.32,316.06,322.36,1249486,69.48,61.92,0.1073
North,Haryana,District_32,2005,1205.02,44.73,305.71,326.35,3061461,267.91,271.71,-0.0141
West,Rajasthan,District_113,2003,799.69,32.51,206.76,170.56,2917587,563.85,579.99,-0.0286
West,Maharashtra,District_109,2015,611.91,7.01,81.6,71.04,3202906,152.54,166.61,-0.0917
South,Tamil Nadu,District_135,2015,1153.7,40.76,287.67,307.29,3249976,572.73,579.82,-0.0124
Central,Madhya Pradesh,District_141,2013,1050.46,7.09,301.59,270.58,1374507,166.3,186.03,-0.118
South,Kerala,District_3,2009,974.19,35.47,292.96,289.14,3279313,358.45,316.68,0.1162
East,West Bengal,District_112,2009,927.24,31.52,208.54,214.31,363006,47.05,14.33,0.681
West,Gujarat,District_134,2010,639.22,31.55,349.25,376.47,1146264,94.44,94.9,-0.0048
North,Himachal Pradesh,District_96,2018,931.73,19.89,320.65,310.29,483396,90.51,116.85,-0.2877
South,Tamil Nadu,District_37,2009,974.43,44.05,204.57,216.83,1990158,123.76,152.91,-0.2337
North,Haryana,District_53,2019,1446.22,34.32,136.69,89.34,3066266,323.34,318.13,0.0161
South,Telangana,District_133,2019,1172.55,44.06,63.2,40.83,2340316,150.68,137.2,0.0888
West,Gujarat,District_121,2014,744.72,36.1,255.91,254.41,3089506,401.35,364.57,0.0914
West,Rajasthan,District_85,2023,509.55,6.47,333.74,304.3,2020632,86.24,47.23,0.4472
Central,Madhya Pradesh,District_43,2016,859.87,18.87,71.93,68.89,1865103,207.68,234.69,-0.1294
North,Punjab,District_3,2010,979.95,27.11,296.48,282.02,1057491,122.73,147.58,-0.2009
East,Jharkhand,District_46,2004,845.83,44.1,226.89,205.21,3356703,435.38,403.71,0.0726
North,Punjab,District_18,2000,749.61,34.95,131.54,126.35,1908589,291.36,250.18,0.1409
South,Andhra Pradesh,District_49,2006,612.39,36.68,270.15,252.8,2622187,339.99,345.1,-0.015
East,West Bengal,District_138,2014,511.4,5.02,289.44,269.98,2809947,123.2,143.48,-0.1633
East,Odisha,District_25,2001,695.09,40.93,200.27,218.59,1727876,303.22,274.98,0.0928
North,Himachal Pradesh,District_120,2019,970.89,24.81,169.52,165.98,3432840,294.52,293.85,0.0023
South,Tamil Nadu,District_18,2011,1090.76,43.39,163.65,148.26,2923459,565.06,551.88,0.0233
Central,Chhattisgarh,District_58,2011,744.31,19.13,184.72,209.02,2539124,366.6,343.69,0.0623
North,Uttar Pradesh,District_50,2008,379.47,21.72,273.31,292.8,552862,107.76,106.37,0.0128
South,Andhra Pradesh,District_110,2018,706.75,30.21,308.3,282.16,205515,15.48,-25.96,2.514
South,Andhra Pradesh,District_95,2019,609.88,45.06,69.56,54.6,1072809,142.81,147.93,-0.0356
South,Kerala,District_66,2017,159.49,46.16,81.32,34.75,2462837,165.68,188.52,-0.137
Central,Chhattisgarh,District_52,2002,268.93,33.34,171.91,159.45,990098,166.29,195.51,-0.1747
North,Uttarakhand,District_40,2003,1103.01,37.04,168.16,186.09,2646422,224.59,205.68,0.0839
West,Rajasthan,District_72,2005,880.23,47.81,146.88,108.46,724838,40.75,53.04,-0.2942
West,Gujarat,District_145,2003,1448.66,39.85,261.57,262.49,2794535,423.45,422.18,0.003
Central,Madhya Pradesh,District_134,2018,969.93,40.04,334.99,364.2,437192,85.64,66.65,0.2191
South,Kerala,District_85,2018,937.02,38.05,267.94,220.76,1747618,224.25,245.49,-0.0943
North,Uttarakhand,District_71,2023,928.19,37.24,303.33,282.51,941381,89.03,112.03,-0.2555
North,Himachal Pradesh,District_122,2006,1195.75,44.12,324.74,324.43,2026178,121.2,97.62,0.193
South,Tamil Nadu,District_1,2007,693.87,9.04,77.67,97.04,3213803,382.52,395.71,-0.0344
West,Rajasthan,District_24,2019,891.71,11.89,191.3,199.08,844956,177.14,162.68,0.0812
Central,Madhya Pradesh,District_37,2005,766.05,6.18,123.17,104.3,968947,67.81,76.6,-0.1278
North,Punjab,District_1,2010,1377.16,2.22,307.48,331.39,1151100,211.67,217.6,-0.0279
East,Bihar,District_14,2004,580.16,26.58,275.75,274.07,1215384,93.1,55.81,0.3962
North,Haryana,District_113,2013,581.96,46.05,63.84,78.32,260971,19.27,-5.1,1.2023
North,Punjab,District_84,2009,563.25,27.74,344.53,355.08,2924081,388.08,407.13,-0.049
North,Haryana,District_31,2007,991.34,41.91,276.84,254.39,1016021,62.16,60.2,0.031
Central,Chhattisgarh,District_101,2012,603.99,10.57,285.96,246.24,513581,67.81,26.3,0.6033
South,Kerala,District_122,2011,947.84,8.82,310.05,300.27,1102365,124.55,131.34,-0.0541
South,Andhra Pradesh,District_134,2010,903.43,26.71,169.62,121.99,3063683,497.6,513.21,-0.0313
North,Haryana,District_21,2019,1120.3,20.11,62.07,58.93,2292448,108.97,103.55,0.0493
West,Rajasthan,District_43,2020,700.2,15.77,346.15,356.16,1442414,135.08,116.78,0.1344
West,Gujarat,District_37,2013,885.45,18.05,316.4,340.53,2564068,355.53,341.29,0.0399
Central,Chhattisgarh,District_114,2015,635.03,14.83,158.52,187.08,2576906,561.45,588.88,-0.0488
West,Gujarat,District_31,2017,267.55,18.3,156.24,114.64,1825175,325.04,287.23,0.116
East,Jharkhand,District_90,2005,684.21,30.57,238.21,210.46,2456840,139.65,161.07,-0.1523
North,Uttar Pradesh,District_94,2014,1148.65,8.46,275.37,282.26,2817196,294.44,263.99,0.1031
South,Telangana,District_109,2006,744.02,47.86,134.02,95.43,547012,77.93,79.97,-0.0258
North,Himachal Pradesh,District_144,2006,644.52,38.74,170.44,185.21,1340562,277,294.15,-0.0617
South,Kerala,District_96,2005,872.8,42.74,181.28,200.34,3133370,303.99,317.69,-0.0449
North,Uttar Pradesh,District_51,2014,784.65,27.11,295.99,287.7,34075,5.69,5.27,0.0632
South,Telangana,District_135,2006,1397.08,17.85,312.96,269.58,3109935,410.9,421.54,-0.0258
North,Uttar Pradesh,District_80,2010,732.39,9.98,253.15,233.97,2418803,416.14,386.94,0.07
East,West Bengal,District_95,2008,544.42,10.28,242.19,257.88,1565569,176.33,165.28,0.0623
North,Haryana,District_4,2019,981.53,2.33,262.87,273.78,2276384,348.47,374.72,-0.0751
West,Gujarat,District_9,2020,1127.99,49.46,105.49,78.05,1318420,274.61,249.89,0.0897
West,Gujarat,District_123,2012,1624.06,46.53,174.2,196.05,2724793,542.64,536.12,0.012
West,Maharashtra,District_65,2008,936.29,23.06,178.13,178.93,2655452,196.11,157.25,0.1972
West,Maharashtra,District_147,2000,491.29,19.61,203.08,179.23,653428,38.15,54,-0.4048
North,Punjab,District_117,2015,1185.24,40.46,113.13,93.07,2235015,379.65,396.73,-0.0449
South,Tamil Nadu,District_122,2023,985.1,8,287.76,254.46,735417,95.76,67.02,0.297
Central,Chhattisgarh,District_27,2001,428.95,17.21,209.69,184.76,463376,99.36,69.89,0.2936
South,Telangana,District_8,2019,360.32,22.32,65.04,37.57,164875,28.43,34.83,-0.2174
Central,Madhya Pradesh,District_46,2004,845.48,20.97,253.63,212.07,340630,45.18,66.27,-0.4567
East,Bihar,District_108,2003,1167.72,5.73,252.08,210.02,2679131,131.85,99.36,0.2446
West,Maharashtra,District_114,2020,582.53,13.51,324.36,329.47,1933619,397.35,412.14,-0.0371
West,Maharashtra,District_81,2003,913.12,6.79,190.46,194.36,2887299,396.9,390.63,0.0158
Central,Chhattisgarh,District_72,2006,1109.24,25.13,85.56,51.38,3272601,614.47,582.63,0.0517
North,Himachal Pradesh,District_5,2010,948.83,7.15,263.5,291.9,1798796,137.42,126.29,0.0804
East,Odisha,District_44,2018,977.03,28.64,81.85,75.33,953931,49.1,54.73,-0.1125
South,Telangana,District_133,2000,804.1,10.11,227.48,222.62,149592,10.5,-10.85,1.8563
South,Kerala,District_107,2021,256.58,27.39,325.34,288.86,730918,147.74,125.3,0.1509
West,Maharashtra,District_17,2006,982.95,46.87,160.1,175.23,2673701,292.38,272.62,0.0674
North,Haryana,District_38,2023,533.07,6.16,246.62,228.14,2864570,322.37,350.08,-0.0857
West,Gujarat,District_22,2005,535.63,8.85,174,196.07,1875813,331.98,289.26,0.1283
East,Assam,District_12,2008,839.09,24.93,61.78,44.08,2787667,385.88,357.9,0.0723
North,Himachal Pradesh,District_51,2022,928.88,6.78,85.67,57.14,2100872,277.33,241.55,0.1285
North,Haryana,District_105,2005,965.47,18.33,249.52,202.98,100105,15.17,-10.63,1.5955
North,Uttar Pradesh,District_80,2008,1082.41,15.54,92.5,77.09,3492226,639.72,668.76,-0.0453
Central,Chhattisgarh,District_90,2003,453.39,41.38,111.72,104.85,886012,164.94,171.3,-0.0384
East,Odisha,District_120,2018,809.74,43.41,250.12,272.11,1611742,305.86,279.34,0.0864
East,Bihar,District_145,2014,78.06,24.37,279.69,271.39,1283780,90.34,65.42,0.2729
East,Bihar,District_30,2002,773.67,49.81,89.17,48.66,3182073,500.64,519.17,-0.0369
South,Tamil Nadu,District_23,2005,472.2,24.66,87.37,69.2,2599917,496.78,493.36,0.0069
East,Odisha,District_6,2005,856.62,18.94,241.66,210.08,696171,130.77,121.82,0.068
North,Uttar Pradesh,District_56,2020,1450.29,19.61,257.82,240.61,1923423,230.37,189.28,0.1776
South,Telangana,District_118,2002,396.21,18.99,237.79,239.57,1135077,50.85,80.25,-0.5671
South,Karnataka,District_79,2021,989.65,12.77,291.8,249.42,731387,157.37,183.67,-0.1661
West,Rajasthan,District_34,2009,967.39,35.98,65.49,44.07,259321,39.15,15.86,0.58
West,Maharashtra,District_98,2022,760.44,16.8,307.62,301.39,1452270,223.7,191.36,0.1439
South,Andhra Pradesh,District_46,2008,838.73,42.52,217.29,209.64,3143717,155.5,166.54,-0.0706
